SampleID,Species ID,Kind,Common Name,Scientific Name,Sensitivity,pH,Temperature,Ammonia,Nitrite,Nitrate,DissolvedO2,Quality,Failed Parameters,Primary Issue,Recommended Action,Action Priority,Min pH,Max pH,Min Temp (C),Max Temp (C),Max Safe Ammonia (ppm),Max Safe Nitrite (ppm),Max Safe Nitrate (ppm),Min Dissolved O2 (mg/L)
1805,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,7.04,25.7,0.009,0.008,15.3,8.0,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1806,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,7.42,23.3,0.013,0.009,16.4,6.7,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1807,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,7.15,26.7,0.01,0.007,13.7,8.0,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1808,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,6.67,23.6,0.048,0.003,6.8,8.1,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1809,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,6.09,22.7,0.004,0.001,5.9,9.0,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1810,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,7.23,30.6,0.003,0.004,7.4,9.6,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1811,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,6.61,30.1,0.001,0.003,4.0,9.1,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1812,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,9.18,35.5,0.002,0.001,8.4,8.7,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1813,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,9.38,12.4,0.002,0.004,4.1,8.7,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1814,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,7.21,24.0,0.212,6.659,90.9,9.4,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1815,121,Fish,Bamboo Shrimp (Wood Shrimp),Atyopsis moluccensis,High,6.92,26.6,0.12,0.002,4.5,2.5,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,28.0,0.02,0.02,20.0,6.3
1816,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,7.91,29.1,0.002,0.004,5.2,9.3,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1817,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,7.99,27.7,0.003,0.001,6.1,10.1,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1818,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,8.09,28.0,0.002,0.003,5.0,8.8,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1819,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,8.07,27.6,0.003,0.002,3.1,10.6,excellent,,,Keep weekly testing and regular water changes.,low,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1820,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,7.96,28.2,0.014,0.009,13.1,6.7,good,,,Keep weekly testing and regular water changes.,low,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1821,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,7.63,28.6,0.009,0.002,10.3,6.9,good,,,Keep weekly testing and regular water changes.,low,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1822,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,8.47,26.7,0.01,0.013,14.1,6.8,good,,,Keep weekly testing and regular water changes.,low,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1823,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,8.32,27.0,0.025,0.0,4.0,8.9,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1824,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,7.97,28.6,0.0,0.004,20.5,8.6,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1825,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,7.86,27.2,0.034,0.003,4.1,9.5,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1826,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,8.1,29.1,0.001,0.002,28.7,9.9,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1827,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,10.27,35.8,0.001,0.0,6.3,8.9,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1828,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,8.22,28.1,0.817,3.827,52.5,8.9,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1829,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,8.13,28.4,0.12,0.004,5.9,3.9,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1830,122,Fish,Cardinal Sulawesi Shrimp,Caridina dennerli,High,7.73,27.0,0.811,0.648,5.1,8.0,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,7.5,8.5,26.0,30.0,0.02,0.02,15.0,6.2
1831,1001,Plant,Java Fern,Microsorum pteropus,Low,6.48,22.8,0.017,0.114,7.7,7.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1832,1001,Plant,Java Fern,Microsorum pteropus,Low,6.11,25.9,0.049,0.099,14.1,11.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1833,1001,Plant,Java Fern,Microsorum pteropus,Low,6.42,21.1,0.025,0.039,12.5,8.8,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1834,1001,Plant,Java Fern,Microsorum pteropus,Low,6.51,23.9,0.019,0.017,17.3,10.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1835,1001,Plant,Java Fern,Microsorum pteropus,Low,6.08,21.0,0.1,0.032,30.0,4.6,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1836,1001,Plant,Java Fern,Microsorum pteropus,Low,7.23,26.2,0.164,0.38,39.2,6.2,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1837,1001,Plant,Java Fern,Microsorum pteropus,Low,7.09,25.8,0.188,0.292,32.1,4.4,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1838,1001,Plant,Java Fern,Microsorum pteropus,Low,6.64,18.8,0.008,0.004,10.7,11.4,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1839,1001,Plant,Java Fern,Microsorum pteropus,Low,6.62,28.9,0.034,0.095,7.5,9.1,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1840,1001,Plant,Java Fern,Microsorum pteropus,Low,6.99,29.3,0.045,0.031,15.9,10.5,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1841,1001,Plant,Java Fern,Microsorum pteropus,Low,6.68,22.1,0.28,0.099,12.2,7.8,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1842,1001,Plant,Java Fern,Microsorum pteropus,Low,6.74,27.4,2.078,4.835,16.2,7.0,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1843,1001,Plant,Java Fern,Microsorum pteropus,Low,6.6,24.7,1.875,4.728,12.7,8.3,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1844,1001,Plant,Java Fern,Microsorum pteropus,Low,5.01,12.9,0.03,0.017,9.5,10.6,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1845,1001,Plant,Java Fern,Microsorum pteropus,Low,6.61,22.3,0.612,4.423,94.8,11.6,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,20.0,28.0,0.25,0.75,45.0,4.0
1846,1002,Plant,Java Moss,Taxiphyllum barbieri,High,7.86,23.9,0.004,0.048,12.3,9.0,excellent,,,Keep weekly testing and regular water changes.,low,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1847,1002,Plant,Java Moss,Taxiphyllum barbieri,High,6.39,25.2,0.017,0.025,7.4,8.4,excellent,,,Keep weekly testing and regular water changes.,low,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1848,1002,Plant,Java Moss,Taxiphyllum barbieri,High,6.34,21.4,0.016,0.005,7.9,10.8,excellent,,,Keep weekly testing and regular water changes.,low,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1849,1002,Plant,Java Moss,Taxiphyllum barbieri,High,6.53,22.6,0.019,0.006,11.7,7.3,excellent,,,Keep weekly testing and regular water changes.,low,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1850,1002,Plant,Java Moss,Taxiphyllum barbieri,High,6.54,25.0,0.054,0.094,17.8,6.2,good,,,Keep weekly testing and regular water changes.,low,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1851,1002,Plant,Java Moss,Taxiphyllum barbieri,High,5.85,26.3,0.064,0.084,16.7,6.1,good,,,Keep weekly testing and regular water changes.,low,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1852,1002,Plant,Java Moss,Taxiphyllum barbieri,High,6.91,22.2,0.069,0.013,17.8,6.5,good,,,Keep weekly testing and regular water changes.,low,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1853,1002,Plant,Java Moss,Taxiphyllum barbieri,High,5.14,22.3,0.013,0.036,5.2,7.6,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1854,1002,Plant,Java Moss,Taxiphyllum barbieri,High,6.64,29.3,0.015,0.047,7.5,7.8,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1855,1002,Plant,Java Moss,Taxiphyllum barbieri,High,8.23,23.3,0.017,0.017,6.0,9.4,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1856,1002,Plant,Java Moss,Taxiphyllum barbieri,High,7.4,26.2,0.118,0.031,8.2,8.2,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1857,1002,Plant,Java Moss,Taxiphyllum barbieri,High,5.8,25.4,1.114,1.828,9.2,8.1,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1858,1002,Plant,Java Moss,Taxiphyllum barbieri,High,7.41,22.4,0.984,1.942,7.7,10.5,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1859,1002,Plant,Java Moss,Taxiphyllum barbieri,High,7.57,22.9,0.514,4.519,62.3,9.8,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1860,1002,Plant,Java Moss,Taxiphyllum barbieri,High,5.82,25.6,1.291,1.485,61.2,10.6,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,5.5,8.0,20.0,28.0,0.1,0.25,25.0,5.0
1861,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.85,24.8,0.037,0.135,10.3,11.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1862,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.23,27.3,0.008,0.04,8.3,10.6,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1863,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,7.4,24.0,0.016,0.042,9.0,10.5,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1864,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.16,27.2,0.046,0.018,13.4,11.6,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1865,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,7.26,26.2,0.09,0.036,40.0,5.1,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1866,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,7.0,26.4,0.14,0.075,34.5,6.2,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1867,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.5,22.5,0.207,0.357,36.6,6.1,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1868,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.63,27.3,0.274,0.042,11.5,7.9,watch,Ammonia,Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1869,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.78,21.1,0.024,0.118,14.9,9.1,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1870,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.96,29.5,0.006,0.119,12.7,8.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1871,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.91,25.6,0.003,0.063,55.2,7.5,watch,Nitrate,Nitrate,"Do a 25–40% water change, vacuum the substrate, and add fast-growing plants.",medium,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1872,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.1,27.3,1.891,6.081,18.0,9.0,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1873,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,6.25,23.0,1.5,0.001,15.5,1.8,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1874,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,7.13,27.4,1.688,4.88,15.6,8.1,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1875,1003,Plant,Anubias Nana,Anubias barteri var. nana,Low,7.22,27.1,0.369,2.694,117.0,6.5,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1876,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.26,26.1,0.02,0.022,9.9,10.6,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1877,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.92,26.3,0.005,0.069,16.5,7.9,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1878,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.31,24.4,0.017,0.028,18.4,9.0,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1879,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.89,23.2,0.031,0.083,18.1,8.6,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1880,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,7.16,23.9,0.16,0.487,37.7,5.8,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1881,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,7.3,27.4,0.114,0.103,36.7,6.5,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1882,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.74,24.0,0.155,0.034,31.6,4.5,good,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1883,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,5.74,26.1,0.016,0.025,13.2,8.1,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1884,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.09,29.1,0.006,0.033,9.4,8.2,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1885,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.54,21.0,0.003,0.131,10.8,7.0,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1886,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,7.12,20.2,0.023,0.142,9.1,7.5,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1887,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,7.39,24.5,1.375,5.492,14.7,7.8,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1888,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.4,25.9,1.5,0.127,18.8,1.9,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1889,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,9.71,13.5,0.031,0.063,12.3,10.4,critical,"pH, Temperature",pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1890,1004,Plant,Anubias Barteri (Broad Leaf),Anubias barteri,Low,6.81,25.5,1.5,0.107,13.7,2.0,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1891,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.95,23.4,0.029,0.093,13.3,11.0,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1892,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.66,24.0,0.043,0.141,12.2,7.5,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1893,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.93,24.8,0.026,0.041,10.9,9.8,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1894,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,7.1,25.8,0.019,0.05,11.3,11.4,excellent,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1895,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.9,25.6,0.153,0.46,34.2,5.2,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1896,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,7.33,23.1,0.162,0.21,42.6,5.9,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1897,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.53,26.9,0.175,0.295,32.4,4.5,good,,,Keep weekly testing and regular water changes.,low,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1898,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,7.11,21.1,0.043,0.039,14.7,7.8,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1899,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.91,20.3,0.03,0.048,16.2,7.1,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1900,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,7.08,30.2,0.002,0.046,14.3,11.4,watch,Temperature,Temperature,Adjust the heater 1°C at a time. Increase surface movement if the tank is hot.,high,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1901,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,7.76,25.8,0.026,0.145,13.1,10.8,watch,pH,pH,Correct pH slowly with small water changes only. Move no more than 0.2 pH per day.,high,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1902,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,7.26,27.4,0.695,3.224,106.2,7.0,critical,"Ammonia, Nitrite, Nitrate",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1903,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.59,23.7,1.5,0.064,17.0,2.0,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1904,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,7.26,24.4,1.819,5.868,8.5,9.6,critical,"Ammonia, Nitrite",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1905,1005,Plant,Amazon Sword,Echinodorus bleheri,Low,6.68,26.3,1.5,0.132,10.1,1.7,critical,"Ammonia, DissolvedO2",Ammonia,Do a 40–50% water change with dechlorinated water. Pause feeding 24 hours and add beneficial bacteria.,critical,6.5,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1906,1006,Plant,Cryptocoryne Wendtii,Cryptocoryne wendtii,Low,6.44,24.3,0.009,0.086,17.9,8.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1907,1006,Plant,Cryptocoryne Wendtii,Cryptocoryne wendtii,Low,6.76,26.7,0.023,0.125,12.4,8.7,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
1908,1006,Plant,Cryptocoryne Wendtii,Cryptocoryne wendtii,Low,6.29,23.2,0.031,0.124,8.8,11.1,excellent,,,Keep weekly testing and regular water changes.,low,6.0,7.5,22.0,28.0,0.25,0.75,45.0,4.0
